Departamento;fechaProduccion;Recurso_Natural;Cantidad_Produccion;
Bolivar;2017;ROCA CORALINA (BLOQUE MAYOR O IGUAL A 1 M3);257;
Bolivar;2018;PLATINO;4305;
Bolivar;2018;ORO;4261547;
Bolivar;2016;ARENAS;323283;
Bolivar;2012;GRAVAS;38444;
Bolivar;2015;RECEBO;1144200;
Bolivar;2019;ARENAS SILICEAS;46259;
Bolivar;2023;ARENAS SILICEAS;107;
Bolivar;2012;GRAVA DE CANTERA;22157;
Bolivar;2012;ARENAS;1766;
Bolivar;2022;PLATA;1985447;
Bolivar;2012;RECEBO;254935;
Bolivar;2015;ARCILLAS;353472;
Bolivar;2017;ORO;4307235;
Bolivar;2013;ROCA CORALINA (BLOQUE MENOR A 1 M3);155;
Bolivar;2014;CALIZAS;3217363;
Bolivar;2019;PLATA;1921911;
Bolivar;2013;ORO;2239011;
Bolivar;2018;ARENAS SILICEAS;8559;
Bolivar;2012;PLATA;781476;
Bolivar;2022;ARCILLAS BENTONITICA;388;
Bolivar;2019;ARENAS;7976;
Bolivar;2013;ARCILLAS BENTONITICA;103552;
Bolivar;2020;CALIZAS;3442640;
Bolivar;2014;ARENA DE CANTERA;87547;
Bolivar;2021;ARCILLAS BENTONITICA;38235;
Bolivar;2013;GRAVAS;18594;
Bolivar;2017;CALIZAS;3072724;
Bolivar;2020;PLATA;1359409;
Bolivar;2015;PLATA;268093;
Bolivar;2018;ARCILLAS MISCELANEAS;118804;
Bolivar;2020;ROCA CORALINA (BLOQUE MENOR A 1 M3);26;
Bolivar;2023;RECEBO;125;
Bolivar;2012;ARCILLAS FERRUGINOSAS;203297;
Bolivar;2016;SAL;23796;
Bolivar;2014;ARCILLAS MISCELANEAS;0;
Bolivar;2015;ROCA CORALINA (BLOQUE MAYOR O IGUAL A 1 M3);314;
Bolivar;2014;SAL;24408;
Bolivar;2018;ARENAS;609049;
Bolivar;2016;ARCILLAS;107856;
Bolivar;2012;ORO;4124699;
Bolivar;2014;GRAVA DE CANTERA;18334;
Bolivar;2013;GRAVAS DE RIO;250;
Bolivar;2014;ROCA CORALINA (BLOQUE MAYOR O IGUAL A 1 M3);363;
Bolivar;2019;ROCA CORALINA (BLOQUE MENOR A 1 M3);29;
Bolivar;2013;ARCILLAS MISCELANEAS;45835;
Bolivar;2023;ARENAS;15627;
Bolivar;2019;ARCILLAS BENTONITICA;4802;
Bolivar;2013;ARENA DE CANTERA;62632;
Bolivar;2015;ARCILLAS MISCELANEAS;0;
Bolivar;2019;ROCA CORALINA (BLOQUE MAYOR O IGUAL A 1 M3);160;
Bolivar;2021;PLATA;1950324;
Bolivar;2022;GRAVAS;260176;
Bolivar;2021;CALIZAS;3922679;
Bolivar;2014;ARCILLAS;102072;
Bolivar;2018;SAL;0;
Bolivar;2016;ARENA DE CANTERA;147949;
Bolivar;2021;RECEBO;296568;
Bolivar;2018;ARCILLAS BENTONITICA;150082;
Bolivar;2021;ARENAS;489252;
Bolivar;2017;ARENAS;516866;
Bolivar;2021;ROCA CORALINA (BLOQUE MENOR A 1 M3);58;
Bolivar;2015;ARENA DE CANTERA;447163;
Bolivar;2018;RECEBO;411112;
Bolivar;2017;ROCA CORALINA (BLOQUE MENOR A 1 M3);690;
Bolivar;2014;ROCA CORALINA (BLOQUE MENOR A 1 M3);249;
Bolivar;2016;ARCILLAS BENTONITICA;10654;
Bolivar;2015;GRAVA DE CANTERA;58081;
Bolivar;2020;GRAVAS;462366;
Bolivar;2023;GRAVAS;9091;
Bolivar;2018;ROCA CORALINA (BLOQUE MENOR A 1 M3);85;
Bolivar;2016;GRAVAS;660562;
Bolivar;2013;ARENAS;2185;
Bolivar;2022;ROCA CORALINA (BLOQUE MENOR A 1 M3);2581;
Bolivar;2018;PLATA;3231756;
Bolivar;2013;CALIZAS;3231881;
Bolivar;2016;PLATA;394113;
Bolivar;2012;CALIZAS;3240231;
Bolivar;2016;ORO;4113768;
Bolivar;2022;CALIZAS;4794994;
Bolivar;2014;PLATINO;3;
Bolivar;2014;PLATA;499614;
Bolivar;2022;RECEBO;258478;
Bolivar;2013;ROCA CORALINA (BLOQUE MAYOR O IGUAL A 1 M3);244;
Bolivar;2015;ARCILLAS CERAMICAS;28772;
Bolivar;2020;ARENAS;354764;
Bolivar;2016;CALIZAS;3048116;
Bolivar;2015;ARENAS;0;
Bolivar;2012;ARCILLAS MISCELANEAS;115498;
Bolivar;2021;ORO;3616468;
Bolivar;2017;SAL;0;
Bolivar;2017;ARCILLAS BENTONITICA;100043;
Bolivar;2019;ORO;3429262;
Bolivar;2012;ARENA DE CANTERA;1778;
Bolivar;2015;ROCA CORALINA (BLOQUE MENOR A 1 M3);344;
Bolivar;2022;ORO;2244756;
Boyaca;2015;PUZOLANAS;572449;
Boyaca;2020;ARCILLAS MISCELANEAS;51522;
Boyaca;2021;ESMERALDAS SEMIPRECIOSA;2227;
Boyaca;2020;PUZOLANAS;235898;
Boyaca;2016;ESMERALDAS EN BRUTO;1702481;
Boyaca;2013;ARENAS SILICEAS;13644;
Boyaca;2021;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;171;
Boyaca;2019;ARENAS;161015;
Boyaca;2013;GRAVAS DE RIO;86643;
Boyaca;2012;GRAVA DE CANTERA;49329;
Boyaca;2012;GRAVAS DE RIO;22226;
Boyaca;2021;ARCILLAS CERAMICAS;64719;
Boyaca;2018;YESO;322;
Boyaca;2021;CALIZAS;3647932;
Boyaca;2018;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;812;
Boyaca;2013;ESMERALDAS;0;
Boyaca;2018;ESMERALDAS;0;
Boyaca;2019;GRAVAS;469854;
Boyaca;2018;ARCILLAS FERRUGINOSAS;12775;
Boyaca;2017;ASFALTITA;751;
Boyaca;2016;ARCILLAS MISCELANEAS;54886;
Boyaca;2020;ESMERALDAS TALLADAS;47618;
Boyaca;2016;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;874;
Boyaca;2020;ROCA FOSFORICA;24022;
Boyaca;2021;RECEBO;355474;
Boyaca;2013;YESO;0;
Boyaca;2016;GRAVAS;211054;
Boyaca;2020;HIERRO;413048;
Boyaca;2012;PUZOLANAS;57821;
Boyaca;2017;ARCILLAS CAOLINITICA;16;
Boyaca;2016;GRAVAS DE RIO;7482;
Boyaca;2016;ASFALTITA;965;
Boyaca;2019;ARENAS SILICEAS;18072;
Boyaca;2020;ARENAS SILICEAS;4159;
Boyaca;2020;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;60;
Boyaca;2015;ARCILLAS CERAMICAS;91576;
Boyaca;2014;ARENAS SILICEAS;17153;
Boyaca;2015;GRAVAS;40288;
Boyaca;2012;ARENA DE CANTERA;7373;
Boyaca;2022;ESMERALDAS EN BRUTO;913638;
Boyaca;2018;ARENAS SILICEAS;82134;
Boyaca;2020;CARBON;2655513;
Boyaca;2014;YESO;1797;
Boyaca;2021;GRAVAS;333354;
Boyaca;2022;ROCA FOSFORICA;6934;
Boyaca;2021;ESMERALDAS EN BRUTO;863575;
Boyaca;2019;ESMERALDAS SEMIPRECIOSA;1013469;
Boyaca;2017;YESO;628;
Boyaca;2012;ARCILLAS FERRUGINOSAS;874;
Boyaca;2017;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;125;
Boyaca;2016;ARENA DE RIO;8355;
Boyaca;2017;ESMERALDAS EN BRUTO;2128633;
Boyaca;2013;ROCA FOSFORICA;24431;
Boyaca;2014;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;576;
Boyaca;2019;HIERRO;361089;
Boyaca;2023;GRAVAS;64502;
Boyaca;2021;ARCILLAS MISCELANEAS;70715;
Boyaca;2013;ARENA DE RIO;115408;
Boyaca;2019;ARCILLAS MISCELANEAS;92864;
Boyaca;2012;CARBON;2812657;
Boyaca;2015;YESO;276;
Boyaca;2014;MARMOL;12;
Boyaca;2017;ARCILLAS FERRUGINOSAS;4234;
Boyaca;2021;ARCILLAS FERRUGINOSAS;118;
Boyaca;2020;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;421;
Boyaca;2016;YESO;2039;
Boyaca;2019;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;463;
Boyaca;2016;CALIZAS;3222307;
Boyaca;2023;ESMERALDAS EN BRUTO;25867;
Boyaca;2014;ARCILLAS;108983;
Boyaca;2012;ROCA FOSFORICA;710856;
Boyaca;2012;ARCILLAS;13525;
Boyaca;2022;ARENAS;98934;
Boyaca;2018;ARCILLAS MISCELANEAS;83953;
Boyaca;2018;CALIZAS;3463986;
Boyaca;2022;ARCILLAS CERAMICAS;122445;
Boyaca;2012;ASFALTITA;800;
Boyaca;2012;ARENAS;12008;
Boyaca;2021;PUZOLANAS;30508;
Boyaca;2016;GRAVA DE CANTERA;14161;
Boyaca;2019;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;438;
Boyaca;2016;ARENAS SILICEAS;38897;
Boyaca;2013;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;1035;
Boyaca;2017;RECEBO;316667;
Boyaca;2017;MARMOL (BLOQUE MENOR A 1 M3);538;
Boyaca;2014;GRAVA DE CANTERA;143989;
Boyaca;2022;RECEBO;122085;
Boyaca;2016;PUZOLANAS;126624;
Boyaca;2012;HIERRO;237915;
Boyaca;2017;GRAVAS;32359;
Boyaca;2015;GRAVA DE CANTERA;190796;
Boyaca;2021;ESMERALDAS TALLADAS;628789;
Boyaca;2015;ROCA FOSFORICA;42451;
Boyaca;2014;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;1027;
Boyaca;2022;ARENAS SILICEAS;2199;
Boyaca;2023;CARBON;1069648;
Boyaca;2019;YESO;585;
Boyaca;2021;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;558;
Boyaca;2017;CUARZO;800;
Boyaca;2016;RECEBO;822592;
Boyaca;2016;ESMERALDAS;0;
Boyaca;2019;ESMERALDAS EN BRUTO;613715;
Boyaca;2022;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;765;
Boyaca;2016;ROCA FOSFORICA;36501;
Boyaca;2012;ARCILLAS CERAMICAS;103;
Boyaca;2015;ARENAS;904;
Boyaca;2022;ESMERALDAS SEMIPRECIOSA;9011;
Boyaca;2014;ESMERALDAS;0;
Boyaca;2013;PUZOLANAS;416458;
Boyaca;2020;ESMERALDAS;0;
Boyaca;2014;GRAVAS DE RIO;197789;
Boyaca;2021;CARBON;1877787;
Boyaca;2021;ARENAS SILICEAS;1345;
Boyaca;2018;ESMERALDAS TALLADAS;195995;
Boyaca;2017;MARMOL EN RAJON (RETAL DE MÁRMOL);0;
Boyaca;2014;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);189;
Boyaca;2016;ARCILLAS CAOLINITICA;3621;
Boyaca;2013;HIERRO;456825;
Boyaca;2015;ARENAS SILICEAS;18509;
Boyaca;2014;ASFALTITA;180;
Boyaca;2019;PUZOLANAS;179205;
Boyaca;2013;ARCILLAS;1693;
Boyaca;2018;GRAVAS;427585;
Boyaca;2012;YESO;836;
Boyaca;2021;ESMERALDAS;0;
Boyaca;2016;MARMOL;0;
Boyaca;2018;ASFALTITA;205;
Boyaca;2022;ASFALTITA;386;
Boyaca;2012;ARCILLAS MISCELANEAS;19543;
Boyaca;2014;MARMOL (BLOQUE MENOR A 1 M3);294;
Boyaca;2020;GRAVAS;331582;
Boyaca;2013;ARENAS;13494;
Boyaca;2015;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;81;
Boyaca;2017;PUZOLANAS;280551;
Boyaca;2017;ROCA FOSFORICA;29973;
Boyaca;2022;ESMERALDAS;0;
Boyaca;2022;PUZOLANAS;400448;
Boyaca;2015;MARMOL;8573;
Boyaca;2013;RECEBO;1465027;
Boyaca;2015;ARCILLAS MISCELANEAS;31163;
Boyaca;2017;ARCILLAS CERAMICAS;109668;
Boyaca;2023;ESMERALDAS SEMIPRECIOSA;513;
Boyaca;2013;ARENA DE CANTERA;50765;
Boyaca;2017;ESMERALDAS TALLADAS;267764;
Boyaca;2023;HIERRO;169317;
Boyaca;2014;ARENAS;13261;
Boyaca;2016;HIERRO;24605;
Boyaca;2015;ARCILLAS FERRUGINOSAS;126;
Boyaca;2021;ROCA FOSFORICA;17027;
Boyaca;2015;ARENA DE CANTERA;57964;
Boyaca;2020;ARCILLAS CAOLINITICA;411;
Boyaca;2022;GRAVAS;232092;
Boyaca;2013;ARCILLAS MISCELANEAS;60581;
Boyaca;2017;ARCILLAS MISCELANEAS;58561;
Boyaca;2017;ESMERALDAS SEMIPRECIOSA;21002234;
Boyaca;2018;ARENAS;145692;
Boyaca;2021;ARENAS;144414;
Boyaca;2020;ESMERALDAS ENGASTADA;9;
Boyaca;2013;MARMOL;1634;
Boyaca;2018;RECEBO;527678;
Boyaca;2015;ASFALTITA;150;
Boyaca;2017;CARBON;2661477;
Boyaca;2020;ARCILLAS FERRUGINOSAS;7755;
Boyaca;2023;ARCILLAS CERAMICAS;134;
Boyaca;2023;ARENAS SILICEAS;72;
Boyaca;2018;PUZOLANAS;212879;
Boyaca;2019;CUARZO;650;
Boyaca;2017;ARCILLAS;32115;
Boyaca;2014;ARENA DE CANTERA;55953;
Boyaca;2020;YESO;196;
Boyaca;2017;CALIZAS;2854067;
Boyaca;2023;PUZOLANAS;183435;
Boyaca;2012;GRAVAS;11129;
Boyaca;2019;ROCA FOSFORICA;384;
Boyaca;2014;ARCILLAS MISCELANEAS;42962;
Boyaca;2015;CARBON;2497009;
Boyaca;2018;ESMERALDAS EN BRUTO;1935637;
Boyaca;2022;ARCILLAS MISCELANEAS;34462;
Boyaca;2012;CALIZAS;1338181;
Boyaca;2016;ARCILLAS FERRUGINOSAS;544;
Boyaca;2014;CALIZAS;3022555;
Boyaca;2014;ARCILLAS FERRUGINOSAS;500;
Boyaca;2015;ARCILLAS;47876;
Boyaca;2016;ARENAS;127644;
Boyaca;2019;ESMERALDAS ENGASTADA;4;
Boyaca;2017;ARENAS SILICEAS;26866;
Boyaca;2015;ARENA DE RIO;32341;
Boyaca;2015;GRANITO (BLOQUE MAYOR O IGUAL A 1 M3);65;
Boyaca;2015;RECEBO;907495;
Boyaca;2013;ARCILLAS CAOLINITICA;415;
Boyaca;2019;ARCILLAS FERRUGINOSAS;13774;
Boyaca;2017;ESMERALDAS;0;
Boyaca;2013;ESMERALDAS EN BRUTO;41423;
Boyaca;2012;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;0;
Boyaca;2022;CARBON;2590770;
Boyaca;2012;ESMERALDAS EN BRUTO;19124;
Boyaca;2022;ARCILLAS FERRUGINOSAS;3035;
Boyaca;2015;ARCILLAS CAOLINITICA;700;
Boyaca;2023;RECEBO;74813;
Boyaca;2014;HIERRO;240203;
Boyaca;2016;MARMOL (BLOQUE MENOR A 1 M3);864;
Boyaca;2019;CALIZAS;3606813;
Boyaca;2013;ARCILLAS CERAMICAS;80208;
Boyaca;2022;ESMERALDAS TALLADAS;16602;
Boyaca;2023;CALIZAS;1731755;
Boyaca;2018;ARCILLAS CERAMICAS;121985;
Boyaca;2020;RECEBO;353679;
Boyaca;2022;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;175;
Boyaca;2020;ESMERALDAS EN BRUTO;1555430;
Boyaca;2019;CARBON;2313212;
Boyaca;2012;ARENAS SILICEAS;64144;
Boyaca;2018;ESMERALDAS ENGASTADA;182;
Boyaca;2013;ARCILLAS REFRACTARIAS;200;
Boyaca;2016;ARCILLAS;17501;
Boyaca;2014;ARENA DE RIO;63615;
Boyaca;2013;CARBON;2891259;
Boyaca;2018;CARBON;2879652;
Boyaca;2018;ARCILLAS;0;
Boyaca;2019;ESMERALDAS TALLADAS;14956;
Boyaca;2015;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MENOR A 1 M3;492;
Boyaca;2019;RECEBO;531439;
Boyaca;2013;GRAVAS;18507;
Boyaca;2017;ARENA DE RIO;95;
Boyaca;2020;ARENAS;129309;
Boyaca;2017;HIERRO;23929;
Boyaca;2012;ARENA DE RIO;788;
Boyaca;2013;CALIZAS;4311080;
Boyaca;2023;ARCILLAS MISCELANEAS;19165;
Boyaca;2018;ESMERALDAS SEMIPRECIOSA;1408423;
Boyaca;2014;ROCA FOSFORICA;25098;
Boyaca;2023;ESMERALDAS;0;
Boyaca;2020;CALIZAS;3046443;
Boyaca;2015;ESMERALDAS EN BRUTO;67094;
Boyaca;2018;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;202;
Boyaca;2018;ARCILLAS CAOLINITICA;22644;
Boyaca;2016;ESMERALDAS SEMIPRECIOSA;4198231;
Boyaca;2019;ESMERALDAS;0;
Boyaca;2016;CARBON;2989493;
Boyaca;2013;ASFALTITA;13;
Boyaca;2014;CARBON;1917989;
Boyaca;2014;GRAVAS;25752;
Boyaca;2020;ESMERALDAS SEMIPRECIOSA;3117799;
Boyaca;2013;ARCILLAS FERRUGINOSAS;960;
Boyaca;2015;GRAVAS DE RIO;10124;
Boyaca;2017;ESMERALDAS ENGASTADA;458;
Boyaca;2015;CALIZAS;3531872;
Boyaca;2020;ARCILLAS CERAMICAS;71746;
Boyaca;2019;ARCILLAS CERAMICAS;135904;
Boyaca;2016;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;151;
Boyaca;2016;GRAVAs DE RIO;17086;
Boyaca;2013;GRAVA DE CANTERA;39867;
Boyaca;2018;ROCA FOSFORICA;2112;
Boyaca;2017;TRAVERTINO Y CALIZAS CRISTALINAS EN BLOQUE MAYOR O IGUAL A 1 M3;185;
Boyaca;2018;HIERRO;24203;
Boyaca;2014;PUZOLANAS;229884;
Boyaca;2017;ARENAS;127158;
Boyaca;2023;ARENAS;21099;
Boyaca;2014;ARCILLAS CAOLINITICA;165;
Boyaca;2018;MARMOL (BLOQUE MENOR A 1 M3);300;
Boyaca;2015;HIERRO;320912;
Boyaca;2019;ASFALTITA;1195;
Boyaca;2022;HIERRO;164463;
Boyaca;2012;ARCILLAS CAOLINITICA;798;
Boyaca;2019;ARCILLAS CAOLINITICA;16743;
Boyaca;2022;CALIZAS;3894625;
Boyaca;2014;ARCILLAS CERAMICAS;74512;
Boyaca;2015;GRAVAs DE RIO;36642;
Boyaca;2012;MARMOL;200;
Boyaca;2012;RECEBO;375105;
Boyaca;2016;ARCILLAS CERAMICAS;126326;
Boyaca;2016;ARENA DE CANTERA;802;
Boyaca;2016;ESMERALDAS ENGASTADA;608733;
Boyaca;2015;ESMERALDAS;0;
Boyaca;2021;HIERRO;451993;
Boyaca;2014;RECEBO;1155364;
Boyaca;2023;ESMERALDAS TALLADAS;66431;
Boyaca;2016;ESMERALDAS TALLADAS;115716;
Caldas;2012;ARCILLAS CERAMICAS;2252;
Caldas;2018;PLATA;1604735;
Caldas;2015;GRAVAs DE RIO;84747;
Caldas;2018;ARENAS;379676;
Caldas;2023;CALIZAS;745;
Caldas;2021;RECEBO;78064;
Caldas;2014;MANGANESO;88;
Caldas;2021;PLATA;1426599;
Caldas;2013;PLATINO;19;
Caldas;2017;ARENAS;256508;
Caldas;2013;SERPENTINA (SILICATO DE MAGNESIO);496;
Caldas;2022;ORO;1814215;
Caldas;2013;ARCILLAS CERAMICAS;3093;
Caldas;2012;ARENA DE RIO;255;
Caldas;2013;ORO;1786196;
Caldas;2018;RECEBO;110058;
Caldas;2016;GRAVAS;145456;
Caldas;2017;CALIZAS;13445;
Caldas;2015;ARENA DE CANTERA;37094;
Caldas;2015;GRAVA DE CANTERA;41517;
Caldas;2023;ARENAS;70901;
Caldas;2016;RECEBO;41643;
Caldas;2021;ARENAS;190073;
Caldas;2014;GRAVAS DE RIO;210368;
Caldas;2012;RECEBO;8905;
Caldas;2016;GRAVAS DE RIO;41634;
Caldas;2016;GRAVAs DE RIO;315;
Caldas;2023;PLATA;445097;
Caldas;2016;SERPENTINA (BLOQUE MENOR A 1 M3);1643;
Caldas;2015;MANGANESO;58;
Caldas;2021;ARCILLAS MISCELANEAS;33345;
Caldas;2019;RECEBO;166614;
Caldas;2014;ASFALTITA;17423;
Caldas;2015;ARCILLAS MISCELANEAS;15123;
Caldas;2016;ARCILLAS CERAMICAS;16266;
Caldas;2022;ARENAS;114108;
Caldas;2020;SERPENTINA (SILICATO DE MAGNESIO);3133;
Caldas;2014;GRAVA DE CANTERA;11747;
Caldas;2018;ORO;1950243;
Caldas;2022;ARCILLAS CERAMICAS;1099;
Caldas;2019;ASFALTITA;6864;
Caldas;2013;ASFALTITA;4665;
Caldas;2022;DIABASA;8286;
Caldas;2015;GRAVAS;63502;
Caldas;2017;ORO;2474899;
Caldas;2019;ORO;1720678;
Caldas;2013;SERPENTINA (BLOQUE MAYOR O IGUAL A 1 M3);672;
Caldas;2012;ARENAS;27179;
Caldas;2013;RECEBO;23886;
Caldas;2017;PLATA;2403964;
Caldas;2014;ORO;2301571;
Caldas;2013;MANGANESO;153;
Caldas;2022;RECEBO;14868;
Caldas;2021;SERPENTINA (SILICATO DE MAGNESIO);312;
Caldas;2020;RECEBO;142746;
Caldas;2013;ARENA DE CANTERA;19039;
Caldas;2019;PLATA;1419908;
Caldas;2013;CALIZAS;18446;
Caldas;2016;SERPENTINA EN RAJON;463;
Caldas;2012;GRAVAS;62784;
Caldas;2018;ARCILLAS CERAMICAS;16188;
Caldas;2014;PLATINO;108;
Caldas;2021;CALIZAS;2169;
Caldas;2019;SERPENTINA EN RAJON;1392;
Caldas;2015;ASFALTITA;22525;
Caldas;2021;ORO;2292779;
Caldas;2018;CALIZAS;18028;
Caldas;2018;ASFALTITA;272;
Caldas;2018;SERPENTINA (SILICATO DE MAGNESIO);1811;
Caldas;2015;ARCILLAS;22416;
Caldas;2018;ARCILLAS MISCELANEAS;55892;
Caldas;2014;ARENAS SILICEAS;1278;
Caldas;2016;ASFALTITA;25484;
Caldas;2021;GRAVAS;188802;
Caldas;2022;CALIZAS;2345;
Caldas;2015;ARENAS;55956;
Caldas;2013;DIABASA;50;
Caldas;2020;ORO;2876718;
Caldas;2013;GRAVAS DE RIO;128583;
Caldas;2017;ASFALTITA;230;
Caldas;2013;TALCO;671;
Caldas;2013;ARCILLAS;0;
Caldas;2020;DIABASA;11588;
Caldas;2014;PLATA;2129553;
Caldas;2012;ARCILLAS MISCELANEAS;7191;
Caldas;2016;ARENA DE RIO;1501;
Caldas;2023;ORO;744617;
Caldas;2017;ARCILLAS;30517;
Caldas;2019;CALIZAS;20459;
Caldas;2017;SERPENTINA (BLOQUE MENOR A 1 M3);1511;
Caldas;2013;GRAVA DE CANTERA;12789;
Caldas;2014;SERPENTINA (BLOQUE MENOR A 1 M3);1295;
Caldas;2020;PLATA;1720008;
Caldas;2023;ARCILLAS MISCELANEAS;21667;
Caldas;2014;SERPENTINA (SILICATO DE MAGNESIO);671;
Caldas;2020;GRAVAS;42727;
Caldas;2016;ARCILLAS MISCELANEAS;33739;
Caldas;2019;ARCILLAS MISCELANEAS;54197;
Caldas;2023;RECEBO;629;
Caldas;2016;ARENAS;55645;
Caldas;2015;RECEBO;36872;
Caldas;2015;CALIZAS;13111;
Caldas;2016;ARENA DE CANTERA;335;
Caldas;2012;ORO;1773328;
Caldas;2023;DIABASA;7619;
Caldas;2012;ASFALTITA;1705;
Caldas;2015;PLATA;1558502;
Caldas;2017;ARCILLAS CERAMICAS;16228;
Caldas;2013;GRAVAS;6363;
Caldas;2014;CALIZAS;14555;
Caldas;2017;RECEBO;113822;
Caldas;2012;PLATA;2659190;
Caldas;2014;ARENAS;9961;
Caldas;2012;CALIZAS;4021;
Caldas;2019;GRAVAS;671726;
Caldas;2015;GRAVAS DE RIO;44689;
Caldas;2019;ARENAS;274214;
Caldas;2015;SERPENTINA (BLOQUE MENOR A 1 M3);1755;
Caldas;2014;ARCILLAS MISCELANEAS;14537;
Caldas;2013;PLATA;2978391;
Caldas;2022;PLATA;1055448;
Caldas;2015;ORO;1983696;
Caldas;2019;SERPENTINA (SILICATO DE MAGNESIO);320;
Caldas;2020;PLATINO;0;
Caldas;2015;PLATINO;1798;
Caldas;2021;TALCO;1834;
Caldas;2020;CALIZAS;26216;
Caldas;2013;ARCILLAS MISCELANEAS;25626;
Caldas;2016;CALIZAS;11213;
Caldas;2015;ARCILLAS CERAMICAS;25572;
Caldas;2020;ARCILLAS CERAMICAS;15534;
Caldas;2014;ARCILLAS;27941;
Caldas;2013;SERPENTINA (BLOQUE MENOR A 1 M3);1129;
Caldas;2016;GRAVA DE CANTERA;35;
Caldas;2018;GRAVAS;782539;
Caldas;2019;ARCILLAS CERAMICAS;14838;
Caldas;2014;GRAVAS;78473;
Caldas;2023;SERPENTINA (SILICATO DE MAGNESIO);404;
Caldas;2017;ARCILLAS MISCELANEAS;23764;
Caldas;2012;GRAVAS DE RIO;8919;
Caldas;2014;RECEBO;47683;
Caldas;2023;TALCO;397;
Caldas;2012;MANGANESO;145;
Caldas;2022;ARCILLAS MISCELANEAS;62066;
Caldas;2014;ARCILLAS CERAMICAS;34854;
Caldas;2013;ARENA DE RIO;84245;
Caldas;2016;PLATA;1805195;
Caldas;2022;GRAVAS;157639;
Caldas;2015;ARENA DE RIO;47854;
Caldas;2016;ARCILLAS;28;
Caldas;2023;GRAVAS;65613;
Caldas;2014;ARENA DE RIO;7485;
Caldas;2017;GRAVAS;325511;
Caldas;2020;ARENAS;206571;
Caldas;2016;ORO;2620170;
Caldas;2013;ARENAS;78943;
Caldas;2018;ARCILLAS;0;
Caldas;2020;ARCILLAS MISCELANEAS;4366;
Caldas;2022;TALCO;3153;
Caldas;2020;ASFALTITA;2743;
Caldas;2021;ARCILLAS CERAMICAS;10901;
Caqueta;2016;GRAVAS DE RIO;24298;
Caqueta;2022;PLATA;24;
Caqueta;2020;PLATA;38;
Caqueta;2013;GRAVAS DE RIO;81136;
Caqueta;2022;COBRE;30;
Caqueta;2015;ARENAS;1835;
Caqueta;2015;ARENA DE RIO;757;
Caqueta;2015;GRAVAS;23354;
Caqueta;2016;ORO;2257;
Caqueta;2022;RECEBO;1533;
Caqueta;2012;GRAVAS;510;
Caqueta;2016;VOLFRAMIO;1298;
Caqueta;2012;ARENAS;450;
Caqueta;2022;ASFALTITA;15457;
Caqueta;2017;GRAVAS;50186;
Caqueta;2022;ARENAS;5243;
Caqueta;2017;RECEBO;10893;
Caqueta;2019;ARENAS;34632;
Caqueta;2013;ORO;2496;
Caqueta;2021;COBRE;60;
Caqueta;2018;ASFALTITA;14054;
Caqueta;2013;ARENA DE CANTERA;95;
Caqueta;2018;ARENAS;28804;
Caqueta;2020;COBRE;105;
Caqueta;2023;GRAVAS;7607;
Caqueta;2013;ARENAS;2535;
Caqueta;2022;ORO;22728;
Caqueta;2013;ARENA DE RIO;10543;
Caqueta;2018;RECEBO;8648;
Caqueta;2013;RECEBO;14584;
Caqueta;2016;COBRE;24;
Caqueta;2014;ASFALTITA;21234;
Caqueta;2021;PLATA;2224;
Caqueta;2016;GRAVA DE CANTERA;52;
Caqueta;2017;ARENAS;22868;
Caqueta;2013;ASFALTITA;12926;
Caqueta;2014;COBRE;59;
Caqueta;2023;ARENAS;4201;
Caqueta;2014;GRAVAS;17604;
