Departamento;fechaProduccion;Recurso_Natural;Cantidad_Produccion;
Sucre;2019;ARENAS SILICEAS;5347;
Sucre;2013;RECEBO;6766;
Sucre;2013;ARCILLAS MISCELANEAS;192135;
Sucre;2019;GRAVAS;345424;
Sucre;2018;RECEBO;71681;
Sucre;2022;RECEBO;125195;
Tolima;2015;FELDESPATOS;1294;
Tolima;2021;ARCILLAS MISCELANEAS;26086;
Tolima;2012;YESO;5333;
Tolima;2012;ARENA DE CANTERA;35865;
Tolima;2013;MARMOL;12346;
Tolima;2012;MARMOL EN RAJÓN (RETAL DE MÁRMOL);183;
Tolima;2015;RECEBO;95605;
Tolima;2019;RECEBO;268524;
Tolima;2017;GRAVAS;815184;
Tolima;2022;ARCILLAS CERAMICAS;18;
Tolima;2022;DOLOMITA;871;
Tolima;2013;ARENA DE CANTERA;245508;
Tolima;2013;RECEBO;96399;
Tolima;2018;PLATINO;40;
Tolima;2018;YESO;529;
Tolima;2015;ARCILLAS FERRUGINOSAS;118194;
Tolima;2016;GRAVA DE CANTERA;65;
Tolima;2012;ARCILLAS MISCELANEAS;10815;
Tolima;2020;FELDESPATOS;95216;
Tolima;2018;PUZOLANAS;53842;
Tolima;2021;GRAVAS;635071;
Tolima;2013;ARENA DE RIO;2040929;
Tolima;2012;ARENA DE RIO;125982;
Tolima;2013;ARCILLAS;997;
Tolima;2013;ARCILLAS MISCELANEAS;9992;
Tolima;2023;PLATA;195567;
Tolima;2019;ARCILLAS MISCELANEAS;9852;
Tolima;2020;ARCILLAS MISCELANEAS;13105;
Tolima;2014;ARCILLAS;638;
Tolima;2023;ARCILLAS FERRUGINOSAS;230;
Tolima;2016;ARENA DE RIO;107186;
Tolima;2017;ARENAS;962831;
Tolima;2012;ARCILLAS;0;
Tolima;2015;GRAVAs DE RIO;385604;
Tolima;2013;ARCILLAS CERAMICAS;236;
Tolima;2016;FELDESPATOS;121152;
Tolima;2021;MARMOL EN RAJON (RETAL DE MÁRMOL);4056;
Tolima;2014;CALIZAS;3343121;
Tolima;2019;ARCILLAS CERAMICAS;880;
Tolima;2014;ARCILLAS FERRUGINOSAS;123236;
Tolima;2017;ARCILLAS;7114;
Tolima;2016;GRAVAS;507898;
Tolima;2013;GRAVAS;58985;
Tolima;2015;ARENA DE CANTERA;191321;
Tolima;2016;ARCILLAS MISCELANEAS;12437;
Tolima;2021;RECEBO;515632;
Tolima;2015;ARENA DE RIO;637407;
Tolima;2020;ORO;711706;
Tolima;2017;YESO;439;
Tolima;2023;ORO;358058;
Tolima;2019;ARCILLAS FERRUGINOSAS;117162;
Tolima;2018;MARMOL EN RAJÓN (RETAL DE MÁRMOL);0;
Tolima;2013;ARENAS;3228;
Tolima;2019;PLATA;967646;
Tolima;2015;GRAVAS;37838;
Tolima;2020;ASFALTITA;684;
Tolima;2018;PLATA;1180503;
Tolima;2014;ARCILLAS CERAMICAS;450;
Tolima;2022;ARCILLAS MISCELANEAS;3982;
Tolima;2020;CALIZAS;2816761;
Tolima;2021;ARCILLAS FERRUGINOSAS;42653;
Tolima;2014;RECEBO;189468;
Tolima;2015;PUZOLANAS;106316;
Tolima;2012;ORO;281533;
Tolima;2023;ARCILLAS MISCELANEAS;767;
Tolima;2014;ASFALTITA;490;
Tolima;2018;GRAVAS;736893;
Tolima;2014;ARENA DE CANTERA;197612;
Tolima;2021;MARMOL EN RAJÓN (RETAL DE MÁRMOL);396;
Tolima;2019;CALIZAS;3534608;
Tolima;2016;RECEBO;146721;
Tolima;2023;DOLOMITA;522;
Tolima;2019;BASALTO;5897;
Tolima;2022;CALIZAS;3593416;
Tolima;2019;ORO;1332111;
Tolima;2020;ARENA DE CANTERA;9769;
Tolima;2015;PLATA;1238221;
Tolima;2022;RECEBO;97562;
Tolima;2021;BASALTO;93501;
Tolima;2012;PLATA;82335;
Tolima;2013;CALIZAS;2425853;
Tolima;2012;ARCILLAS CERAMICAS;64;
Tolima;2021;ASFALTITA;707;
Tolima;2017;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);45;
Tolima;2014;ORO;247851;
Tolima;2012;ARCILLAS BENTONITICA;350;
Tolima;2021;ARCILLAS CERAMICAS;245;
Tolima;2013;ORO;276142;
Tolima;2019;ASFALTITA;310;
Tolima;2012;PLATINO;26;
Tolima;2016;MARMOL EN RAJÓN (RETAL DE MÁRMOL);150;
Tolima;2018;ARCILLAS FERRUGINOSAS;137277;
Tolima;2013;PLATA;80952;
Tolima;2022;GRAVAS;439868;
Tolima;2013;GRAVAS DE RIO;673765;
Tolima;2017;ARCILLAS MISCELANEAS;7013;
Tolima;2020;GRAVAS;573321;
Tolima;2021;ARENAS;814508;
Tolima;2012;GRAVAS DE RIO;146834;
Tolima;2014;ARCILLAS BENTONITICA;2055;
Tolima;2020;DOLOMITA;149;
Tolima;2013;GRAVA DE CANTERA;40035;
Tolima;2022;PLATA;15872;
Tolima;2014;GRAVAS DE RIO;465743;
Tolima;2012;RECEBO;39662;
Tolima;2016;ARCILLAS;814;
Tolima;2013;PUZOLANAS;283262;
Tolima;2013;ARCILLAS BENTONITICA;5502;
Tolima;2017;CALIZAS;3833514;
Tolima;2016;ORO;483605;
Tolima;2014;ARENA DE RIO;462329;
Tolima;2015;ARCILLAS;12584;
Tolima;2020;ARCILLAS CERAMICAS;1431;
Tolima;2014;MARMOL;21214;
Tolima;2013;YESO;0;
Tolima;2020;BASALTO;57627;
Tolima;2018;ARENAS SILICEAS;26841;
Tolima;2019;MARMOL (BLOQUE MAYOR O IGUAL A 1 M3);5;
Tolima;2018;RECEBO;254928;
Tolima;2015;GRAVAS DE RIO;16419;
Tolima;2018;ASFALTITA;500;
Tolima;2017;MARMOL EN RAJÓN (RETAL DE MÁRMOL);2815;
Tolima;2012;GRAVAS;142451;
Tolima;2023;GRAVAS;268376;
Tolima;2013;ARCILLAS FERRUGINOSAS;126709;
Tolima;2021;ORO;743784;
Tolima;2021;PUZOLANAS;20088;
Tolima;2023;MARMOL EN RAJON (RETAL DE MÁRMOL);172;
Tolima;2012;GRAVA DE CANTERA;8411;
Tolima;2018;ORO;510108;
Tolima;2021;FELDESPATOS;65578;
Tolima;2017;PLATA;215281;
Tolima;2018;ARCILLAS;0;
Tolima;2022;MARMOL EN RAJÓN (RETAL DE MÁRMOL);79;
Tolima;2022;ARENAS;550879;
Tolima;2012;MARMOL;1545;
Tolima;2016;ARENAS;579751;
Tolima;2023;ARENAS;353214;
Tolima;2017;ARCILLAS BENTONITICA;630;
Tolima;2012;FELDESPATOS;66553;
Tolima;2022;ORO;525921;
Tolima;2016;GRAVAS DE RIO;30983;
Tolima;2014;ARCILLAS MISCELANEAS;5477;
Tolima;2012;ARCILLAS FERRUGINOSAS;114603;
Tolima;2019;GRAVAS;633818;
Tolima;2015;ASFALTITA;385;
Tolima;2019;MARMOL EN RAJON (RETAL DE MÁRMOL);1153;
Tolima;2021;DOLOMITA;738;
Tolima;2016;ARCILLAS FERRUGINOSAS;124816;
Tolima;2018;ARCILLAS MISCELANEAS;16361;
Tolima;2016;PUZOLANAS;119582;
Tolima;2015;ARCILLAS BENTONITICA;1733;
Tolima;2014;PUZOLANAS;11868;
Tolima;2020;RECEBO;592266;
Tolima;2019;PUZOLANAS;6474;
Tolima;2019;ARENAS;972053;
Tolima;2015;MARMOL;17742;
Tolima;2017;MARMOL EN RAJON (RETAL DE MÁRMOL);8398;
Tolima;2022;FELDESPATOS;103631;
Tolima;2014;MARMOL EN RAJÓN (RETAL DE MÁRMOL);750;
Tolima;2015;ARCILLAS MISCELANEAS;3315;
Tolima;2014;ARENAS;51829;
Tolima;2021;PLATA;202667;
Tolima;2018;ARENAS;1031456;
Tolima;2018;MARMOL EN RAJON (RETAL DE MÁRMOL);959;
Tolima;2017;ARCILLAS FERRUGINOSAS;63679;
Tolima;2022;BASALTO;47473;
Tolima;2020;PUZOLANAS;44583;
Tolima;2019;FELDESPATOS;146829;
Tolima;2014;YESO;2234;
Tolima;2015;CALIZAS;3197935;
Tolima;2016;ARENA DE CANTERA;7275;
Tolima;2018;ARCILLAS CERAMICAS;715;
Tolima;2017;FELDESPATOS;1174;
Tolima;2018;CALIZAS;3914972;
Tolima;2014;GRAVAS;48561;
Tolima;2020;MARMOL EN RAJON (RETAL DE MÁRMOL);9998;
Tolima;2013;MARMOL EN RAJÓN (RETAL DE MÁRMOL);1517;
Tolima;2014;GRAVA DE CANTERA;42082;
Tolima;2016;CALIZAS;3630510;
Tolima;2020;MARMOL EN RAJÓN (RETAL DE MÁRMOL);1269;
Tolima;2021;CALIZAS;3804139;
Tolima;2023;MARMOL EN RAJÓN (RETAL DE MÁRMOL);507;
Tolima;2012;CALIZAS;1673890;
Tolima;2015;MARMOL EN RAJÓN (RETAL DE MÁRMOL);425;
Tolima;2022;ARCILLAS FERRUGINOSAS;9518;
Tolima;2015;YESO;948;
Tolima;2019;MARMOL EN RAJÓN (RETAL DE MÁRMOL);868;
Tolima;2023;FELDESPATOS;31568;
Tolima;2014;FELDESPATOS;124682;
Tolima;2013;FELDESPATOS;108238;
Tolima;2012;ARENAS;134175;
Tolima;2016;GRAVAs DE RIO;572;
Tolima;2015;ORO;263861;
Tolima;2016;ASFALTITA;15;
Tolima;2021;YESO;212;
Tolima;2020;ARCILLAS FERRUGINOSAS;8583;
Tolima;2016;MARMOL;9251;
Tolima;2022;MARMOL EN RAJON (RETAL DE MÁRMOL);4517;
Tolima;2012;PUZOLANAS;17677;
Tolima;2017;PUZOLANAS;108536;
Tolima;2016;YESO;928;
Tolima;2016;PLATA;451698;
Tolima;2023;CALIZAS;719344;
Tolima;2018;FELDESPATOS;116263;
Tolima;2017;ORO;935445;
Tolima;2015;ARENAS;24217;
Tolima;2014;PLATA;7385;
Tolima;2020;ARENAS;693077;
Tolima;2017;RECEBO;253033;
Tolima;2020;PLATA;577454;
Tolima;2016;ARCILLAS BENTONITICA;2212;
Tolima;2019;YESO;145;
Tolima;2015;GRAVA DE CANTERA;252489;
Valle del Cauca;2020;ARENAS;285499;
Valle del Cauca;2023;ARENAS;45385;
Valle del Cauca;2018;ARCILLAS BENTONITICA;16696;
Valle del Cauca;2020;ARCILLAS BENTONITICA;2234;
Valle del Cauca;2019;RECEBO;1174804;
Valle del Cauca;2017;ARENAS SILICEAS;800;
Valle del Cauca;2015;GRAVAS;1614;
Valle del Cauca;2014;ARENAS;9263;
Valle del Cauca;2022;GRAVAS;179384;
Valle del Cauca;2019;ARCILLAS CERAMICAS;18778;
Valle del Cauca;2023;ARCILLAS BENTONITICA;176;
Valle del Cauca;2020;FELDESPATOS;17901;
Valle del Cauca;2016;MINERAL DE MAGNESIO (MAGNESITA);1175;
Valle del Cauca;2020;GRAVAS;251769;
Valle del Cauca;2013;ARENAS;39521;
Valle del Cauca;2012;BAUXITA;140;
Valle del Cauca;2021;ARCILLAS CAOLINITICA;248;
Valle del Cauca;2013;GRAVAS;1444;
Valle del Cauca;2017;CALIZAS;1921145;
Valle del Cauca;2018;PLATINO;20337;
Valle del Cauca;2015;GRAVA DE CANTERA;175582;
Valle del Cauca;2017;GRAVAS;329907;
Valle del Cauca;2013;GRAVA DE CANTERA;890;
Valle del Cauca;2017;ARCILLAS MISCELANEAS;973;
Valle del Cauca;2015;DIABASA;779561;
Valle del Cauca;2018;MANGANESO;211;
Valle del Cauca;2012;RECEBO;938503;
Valle del Cauca;2016;BAUXITA;693;
Valle del Cauca;2015;ARENA DE CANTERA;4096;
Valle del Cauca;2020;RECEBO;676619;
Valle del Cauca;2014;MINERAL DE MAGNESIO (MAGNESITA);35;
Valle del Cauca;2019;ARENAS;395997;
Valle del Cauca;2014;CARBON;39731;
Valle del Cauca;2012;GRAVAS DE RIO;93278;
Valle del Cauca;2012;ARENAS;69832;
Valle del Cauca;2012;DIABASA;580698;
Valle del Cauca;2016;ARENA DE RIO;83701;
Valle del Cauca;2012;CALIZAS;1992733;
Valle del Cauca;2022;ARCILLAS CAOLINITICA;3304;
Valle del Cauca;2015;RECEBO;768085;
Valle del Cauca;2018;ARENAS SILICEAS;2225;
Valle del Cauca;2023;DIABASA;286292;
Valle del Cauca;2020;ARCILLAS MISCELANEAS;179331;
Valle del Cauca;2014;ORO;718474;
Valle del Cauca;2013;PLATINO;319;
Valle del Cauca;2013;BAUXITA;820;
Valle del Cauca;2023;GRAVAS;76388;
Valle del Cauca;2013;DIABASA;466217;
Valle del Cauca;2014;PLATINO;78;
Valle del Cauca;2017;CARBON;28555;
Valle del Cauca;2012;CARBON;36246;
Valle del Cauca;2022;ARCILLAS CERAMICAS;200;
Valle del Cauca;2012;ARCILLAS MISCELANEAS;18488;
Valle del Cauca;2020;DOLOMITA;2254;
Valle del Cauca;2022;DOLOMITA;5379;
Valle del Cauca;2016;ARCILLAS MISCELANEAS;14;
Valle del Cauca;2014;CALIZAS;2091209;
Valle del Cauca;2016;CALIZAS;2038527;
Valle del Cauca;2023;ORO;439;
Valle del Cauca;2019;CALIZAS;2371475;
Valle del Cauca;2012;MINERAL DE MAGNESIO (MAGNESITA);1236;
Valle del Cauca;2013;ARCILLAS;211;
Valle del Cauca;2018;ARCILLAS MISCELANEAS;66088;
Valle del Cauca;2012;ORO;642697;
Valle del Cauca;2013;ARENAS SILICEAS;198;
Valle del Cauca;2018;RECEBO;1488130;
Valle del Cauca;2022;DIABASA;836651;
Valle del Cauca;2020;BAUXITA;9595;
Valle del Cauca;2018;GRAVAS;314424;
Valle del Cauca;2021;ARCILLAS MISCELANEAS;14674;
Valle del Cauca;2017;BAUXITA;24;
Valle del Cauca;2021;MINERAL DE MAGNESIO (MAGNESITA);3116;
Valle del Cauca;2019;MINERAL DE MAGNESIO (MAGNESITA);1847;
Valle del Cauca;2017;PLATA;2825;
Valle del Cauca;2016;DIABASA;641253;
Valle del Cauca;2017;DIABASA;742865;
Valle del Cauca;2015;ARCILLAS BENTONITICA;144;
Valle del Cauca;2015;ARENA DE RIO;383513;
Valle del Cauca;2014;ARCILLAS;53705;
Valle del Cauca;2023;ARCILLAS MISCELANEAS;68579;
Valle del Cauca;2021;DIABASA;688895;
Valle del Cauca;2019;DIABASA;985373;
Valle del Cauca;2013;GRAVAS DE RIO;158257;
Valle del Cauca;2014;DIABASA;353881;
Valle del Cauca;2014;GRAVA DE CANTERA;1085;
Valle del Cauca;2017;MINERAL DE MAGNESIO (MAGNESITA);1883;
Valle del Cauca;2023;ARENAS SILICEAS;1092;
Valle del Cauca;2018;ARCILLAS CERAMICAS;45329;
Valle del Cauca;2021;ARCILLAS BENTONITICA;50104;
Valle del Cauca;2014;ARENA DE RIO;168527;
Valle del Cauca;2014;GRAVAS;8726;
Valle del Cauca;2022;ARENAS;154717;
Valle del Cauca;2017;ORO;26297;
Valle del Cauca;2013;ARCILLAS CAOLINITICA;3529;
Valle del Cauca;2023;DOLOMITA;966;
Valle del Cauca;2017;ARCILLAS;6669;
Valle del Cauca;2018;CARBON;19737;
Valle del Cauca;2019;MANGANESO;390;
Valle del Cauca;2015;CARBON;7225;
Valle del Cauca;2020;CALIZAS;1950594;
Valle del Cauca;2016;GRAVAS;230979;
Valle del Cauca;2021;GRAVAS;186828;
Valle del Cauca;2018;ORO;88819;
Valle del Cauca;2022;RECEBO;841773;
Valle del Cauca;2013;ARCILLAS FERRUGINOSAS;41;
Valle del Cauca;2016;GRAVA DE CANTERA;6941;
Valle del Cauca;2019;ARCILLAS BENTONITICA;244;
Valle del Cauca;2014;RECEBO;436632;
Valle del Cauca;2015;ARCILLAS;31435;
Valle del Cauca;2022;ARCILLAS BENTONITICA;18471;
Valle del Cauca;2021;CALIZAS;2204947;
Valle del Cauca;2019;ORO;23027;
Valle del Cauca;2021;PLATA;22;
Valle del Cauca;2022;BAUXITA;41479;
Valle del Cauca;2018;BAUXITA;13666;
Valle del Cauca;2019;ARCILLAS MISCELANEAS;80758;
Valle del Cauca;2014;GRAVAS DE RIO;157908;
Valle del Cauca;2013;ARCILLAS BENTONITICA;10104;
Valle del Cauca;2017;ARCILLAS BENTONITICA;2544;
Valle del Cauca;2022;ARENAS SILICEAS;1843;
Valle del Cauca;2020;DIABASA;820125;
Valle del Cauca;2012;ARCILLAS FERRUGINOSAS;48041;
Valle del Cauca;2012;ARCILLAS CERAMICAS;1457;
Valle del Cauca;2016;ORO;413651;
Valle del Cauca;2015;CALIZAS;2217002;
Valle del Cauca;2015;MINERAL DE MAGNESIO (MAGNESITA);2883;
Valle del Cauca;2013;ORO;65858;
Valle del Cauca;2016;ARCILLAS BENTONITICA;1162;
Valle del Cauca;2018;MINERAL DE MAGNESIO (MAGNESITA);1039;
Valle del Cauca;2014;PLATA;1642;
Valle del Cauca;2017;ARENAS;379819;
Valle del Cauca;2015;GRAVAs DE RIO;131538;
Valle del Cauca;2018;DIABASA;850366;
Valle del Cauca;2018;ARENAS;379931;
Valle del Cauca;2014;BAUXITA;100;
Valle del Cauca;2012;ARCILLAS;0;
Valle del Cauca;2013;CARBON;2832;
Valle del Cauca;2018;CALIZAS;2152244;
Valle del Cauca;2015;GRAVAS DE RIO;26121;
Valle del Cauca;2016;ARCILLAS;24428;
Valle del Cauca;2019;CARBON;13132;
Valle del Cauca;2015;ARENAS;9059;
Valle del Cauca;2014;ARCILLAS BENTONITICA;4992;
Valle del Cauca;2016;RECEBO;625322;
Valle del Cauca;2015;ORO;690069;
Valle del Cauca;2012;GRAVAS;25022;
Valle del Cauca;2021;RECEBO;868977;
Valle del Cauca;2023;CARBON;12198;
Valle del Cauca;2022;CALIZAS;2181741;
Valle del Cauca;2021;ORO;17644;
Valle del Cauca;2022;ARCILLAS MISCELANEAS;198461;
Valle del Cauca;2019;BAUXITA;17996;
Valle del Cauca;2021;ARENAS;32326;
Valle del Cauca;2016;GRAVAS DE RIO;16433;
Valle del Cauca;2021;DOLOMITA;2994;
Valle del Cauca;2012;ARENA DE CANTERA;12;
Valle del Cauca;2013;ARENA DE CANTERA;12;
Valle del Cauca;2018;ARCILLAS;0;
Valle del Cauca;2020;ARCILLAS CERAMICAS;7983;
Valle del Cauca;2019;PLATA;525;
Valle del Cauca;2020;CARBON;14017;
Valle del Cauca;2017;RECEBO;1185789;
Valle del Cauca;2014;ARENA DE CANTERA;164562;
Valle del Cauca;2013;ARENA DE RIO;476964;
Valle del Cauca;2013;ARCILLAS CERAMICAS;85;
Valle del Cauca;2020;PLATA;133;
Valle del Cauca;2016;PLATA;6023;
Valle del Cauca;2020;ORO;80626;
Valle del Cauca;2013;ARCILLAS MISCELANEAS;64613;
Valle del Cauca;2022;MINERAL DE MAGNESIO (MAGNESITA);2694;
Valle del Cauca;2014;ARCILLAS MISCELANEAS;9;
Valle del Cauca;2020;MINERAL DE MAGNESIO (MAGNESITA);1077;
Valle del Cauca;2021;CARBON;20556;
Valle del Cauca;2013;CALIZAS;2227879;
Valle del Cauca;2012;ARENA DE RIO;52357;
Valle del Cauca;2021;BAUXITA;49946;
Valle del Cauca;2013;RECEBO;70997;
Valle del Cauca;2023;RECEBO;105103;
Valle del Cauca;2016;CARBON;64788;
Valle del Cauca;2016;GRAVAs DE RIO;1516;
Valle del Cauca;2019;GRAVAS;349892;
Valle del Cauca;2015;ARCILLAS MISCELANEAS;9;
Valle del Cauca;2023;ARCILLAS CAOLINITICA;2014;
Valle del Cauca;2023;CALIZAS;582538;
Valle del Cauca;2013;PLATA;32649;
Valle del Cauca;2018;PLATA;990;
Valle del Cauca;2016;ARENAS;22389;
Valle del Cauca;2022;CARBON;4028;
Valle del Cauca;2012;PLATA;139251;
Vaupes;2020;TANTALIO;75;
Vaupes;2012;ORO;109;
Vaupes;2012;ARENAS NEGRAS;200;
Vaupes;2013;ARENAS;0;
Vaupes;2019;NIOBIO;24332;
Vaupes;2020;ESTANO;233051;
Vaupes;2019;TANTALIO;633546;
Vaupes;2018;GRAVAS;29888;
Vaupes;2020;VOLFRAMIO;750;
Vaupes;2020;NIOBIO;94;
Vaupes;2019;ESTANO;31379;
Vichada;2013;GRAVAS;100;
Vichada;2016;VOLFRAMIO;284;
Vichada;2012;VOLFRAMIO;100;
Vichada;2013;ARENAS;0;
Vichada;2013;ARENAS NEGRAS;19621;
Vichada;2019;GRAVAS;599;
Vichada;2021;ARCILLAS CERAMICAS;198;
Vichada;2014;ARENA DE RIO;820;
Vichada;2016;ESTANO;212;
Vichada;2015;ESTANO;30282;
Vichada;2016;NIOBIO;1457;
Vichada;2018;ORO;3201;
Vichada;2022;ARENAS;302;
Vichada;2019;PLATA;64;
Vichada;2013;ARENA DE RIO;400;
Vichada;2019;ORO;2548;
Vichada;2015;ARENAS;0;
Vichada;2021;ARENAS;283;
Vichada;2015;ARENA DE RIO;660;
Vichada;2013;CUARZO;290;
Vichada;2020;GRAVAS;645;
Vichada;2015;NIOBIO;136;
Vichada;2018;PLATINO;5;
Vichada;2015;GRAVA DE CANTERA;2385;
Vichada;2018;GRAVAS;3585;
Vichada;2012;ARENAS NEGRAS;81988;
Vichada;2015;ARENAS NEGRAS;885;
Vichada;2016;GRAVAS;262;
Vichada;2018;PLATA;314;
Vichada;2017;GRAVAS;286;
Vichada;2018;TANTALIO;569;
Vichada;2014;NIOBIO;6195;
Vichada;2021;GRAVAS;364;
Vichada;2016;GRAVAS DE RIO;116;
Vichada;2012;GRAVAS;0;
